audemar,1
audemars,1
audi,1
audience,1
auf,1
august,1
aunt,4
austin,2
auto,2
automatic,6
autopilot,1
autumn,3
avena,1
aventador,1
avenue,3
average,4
avoid,3
avoiding,2
avril,1
aw,9
awake,22
award,4
aware,5
away,158
awe,3
awesome,3
awful,3
awfully,2
awhile,2
awkward,2
aww,4
axe,1
axis,2
axl,1
ay,8
ayatollah,1
aye,1
ayisyen,1
ayo,6
ayy,166
ba,4
baba,1
babe,45
baboon,1
babushka,1
baby,287
babygirl,1
bacardi,4
bach,1
back,351
backend,5
backflipping,2
background,2
backhand,1
backpack,2
backseat,8
backstab,1
backstage,3
backstreets,3
backward,1
backwards,3
backwood,3
backwoods,3
backyard,2
bacon,3
bad,157
badass,3
badder,3
baddest,7
baddie,2
baddin,1
baddy,1
badge,2
badingham,1
badly,1
badman,1
badmind,1
badu,1
bae,15
baes,2
baffled,1
bag,81
bagg,1
baggage,6
bagged,1
baguette,17
baguettey,1
bah,7
bahama,1
bahamas,1
bail,4
bailame,3
bailar,1
bait,1
bajar,1
bajes,3
bakasi,1
bake,3
baked,1
baking,1
balance,7
balanced,1
bald,2
bale,1
balenci,2
balenciaga,17
ball,39
balled,1
baller,1
ballers,1
ballin,16
balling,3
ballon,1
balloon,3
balm,1
balmain,3
balto,1
balvin,5
bam,4
bamba,1
bamboo,1
ban,1
bana,3
banana,1
bananana,2
band,56
bandage,1
bandana,4
bandicoot,1
bandit,2
bando,3
bang,17
banged,3
banger,3
bangin,3
banging,4
bank,27
bankhead,2
bankin,1
bankroll,8
banner,9
bannigans,3
banter,3
baow,7
bap,1
bape,1
bapkin,3
baptist,1
baptized,3
bar,34
barbados,1
barbecue,1
barber,1
barbershop,2
barbie,8
barcode,1
bardi,5
bare,4
barefoot,2
barely,16
barf,1
bari,1
barker,1
barkin,1
barking,1
barkley,2
barn,1
barnes,1
barney,3
barre,1
barricade,1
barrin,1
barrio,2
barry,3
bartender,1
base,4
baseball,1
basement,4
basic,4
basis,2
basketball,2
baskin,1
bass,5
bassy,2
bastard,2
basura,1
bat,5
bate,1
bates,1
bath,2
bathed,1
bathing,4
bathrobe,2
bathroom,6
bathtub,2
batman,3
batmobile,2
batter,1
battered,1
batterin,3
batting,1
battle,5
battlin,1
batty,1
bawl,1
bay,11
bayou,2
bazaar,1
bdb,1
beach,13
beachwood,1
bead,4
beaked,1
beam,5
beamin,2
bean,7
beanbag,1
bear,7
beard,6
bearing,1
beast,8
beat,76
beaten,1
beatin,2
beating,7
beatles,2
beatties,1
beautiful,33
beauty,5
bebe,5
became,7
becau,1
beckham,2
beckoning,1
becky,1
become,9
becomes,3
becomin,1
bed,58
beddy,1
bedroom,6
bedsheets,1
bedside,1
bee,5
beef,15
beefin,3
beefing,2
beehive,1
beep,1
beer,1
beg,6
began,1
beggar,1
beggin,5
begging,7
begin,10
beginner,1
beginnin,2
beginning,9
begun,6
behalf,1
behave,4
behavior,3
behemoth,3
behind,34
bein,26
belated,1
belch,1
belief,1
believe,70
believed,5
believer,5
believin,4
believing,2
bell,21
belladonna,1
belling,2
belly,3
bellyache,1
belong,10
belonging,1
belongs,1
belt,7
ben,5
bench,1
bend,15
bender,1
bendin,2
bending,3
beneath,2
beneficial,1
benefit,4
benihana,2
benjis,1
benny,2
bent,1
bentayga,2
bentley,17
bentleys,1
benz,21
benzo,3
beretta,1
bergdorf,1
berry,2
berserk,1
besarno,1
beside,5
besito,3
best,78
bestest,1
bestie,2
bet,29
bethlehem,1
betrayal,3
betrayed,1
betta,1
better,139
bettin,1
bewildered,1
bey,2
beyonce,1
beyond,1
bezel,1
bezos,2
bf,1
bi,2
bible,5
biblical,1
bic,2
bich,2
bicker,1
bickin,1
bicoastal,2
bide,2
bieber,3
bien,5
big,117
biggaveli,1
bigger,19
biggest,8
biggie,3
biggy,1
bih,4
biha,1
bijan,1
bike,4
bikini,4
bill,15
billboard,1
billi,2
billie,7
billion,2
billy,3
bim,1
bimmer,4
bin,1
bing,1
bingin,2
binoculars,2
biography,1
biracial,2
bird,24
birdbath,1
biri,2
birkin,9
birkins,3
birth,3
birthday,5
biscayne,1
bit,36
bitch,264
bitchin,1
bitching,1
bite,16
bitin,3
bitten,1
bitter,7
bittersweet,3
bitty,2
bl,1
black,60
blackberry,1
blacked,1
blackin,2
blackpink,1
bladder,7
blade,10
blah,5
blaka,1
blake,1
blame,21
blamed,1
blana,3
blanca,1
blanco,1
blani,1
blank,4
blanket,1
blaow,3
blaqnmild,2
blast,7
blasted,1
blastin,1
blasting,3
blat,1
blatt,4
blatts,2
blaze,1
blazing,1
bleached,1
bleacher,2
bled,4
bleed,16
bleedin,8
bleeding,6
bleeds,3
blemish,2
blendin,1
blep,2
bless,8
blessed,5
blessin,4
blessing,7
bleu,1
blew,13
blicky,1
blimp,1
blind,17
blinded,6
blindfolded,1
blinding,1
blindly,4
blindsides,1
bling,8
blink,2
bliss,6
blisterin,1
blitz,1
blizzard,2
bloated,1
block,44
blockin,1
blocking,4
blog,3
blond,1
blonde,3
blood,37
blooded,1
bloodhound,1
bloodied,1
bloodline,7
bloody,6
bloom,1
blooming,2
blow,52
blowed,2
blower,1
blowin,27
blowing,4
blown,4
blu,2
blue,62
blueberry,2
bluebird,1
blueface,2
blueprint,1
bluff,4
bluffin,1
blunt,10
blur,3
blurry,5
blushin,1
bm,3
bmx,1
boa,1
board,7
boarded,1
boardin,1
boarding,1
boast,1
boasting,1
boat,8
boatload,1
bob,6
bobbin,2
bobby,12
bobsled,1
bobtail,1
boca,3
bodega,1
body,97
bodyguard,2
bodyslam,1
boil,1
bold,2
bolder,1
bolo,1
bom,3
bomaye,1
bomb,9
bombaclaat,1
bombastic,1
bombshell,1
bon,1
bond,9
bondage,1
bone,16
bonito,1
bonjour,2
bonnaroo,1
bonnie,3
boo,10
booby,7
boof,1
boog,1
booger,2
boogie,4
book,13
booked,6
booklet,2
bool,1
boolin,2
boom,11
boomin,2
boominati,2
boop,3
booster,1
boot,18
bootch,1
booth,6
bootin,1
booty,20
bop,7
boppin,1
border,4
borderline,1
bore,3
bored,9
boricua,2
borin,2
boring,5
boris,1
born,23
borrow,1
borrowed,2
bos,27
bossman,4
bother,1
bothered,1
bottle,34
bottled,1
bottom,28
bottomless,1
bouaalam,1
bough,1
bought,62
bougie,6
boulder,2
bouldercrest,1
boulevard,3
bounce,15
bouncer,1
bouncin,2
bouncing,2
bound,9
bousins,1
bout,134
bow,15
bowery,1
bowie,1
bowl,5
bowling,1
box,17
boxer,3
boxing,2
boy,136
boyfriend,8
boyish,1
boyz,4
bozo,1
br,1
bra,5
brace,2
bracelet,2
brackin,2
brad,1
bradley,4
brady,1
brag,4
braggin,3
bragging,2
braid,6
brain,42
brainwashed,1
brake,4
brand,34
brandy,2
brap,1
brass,1
bravo,1
brawlin,2
braxton,1
brazy,4
bread,13
break,85
breakable,1
breakdown,3
breaker,1
breakfast,7
breakin,5
breaking,4
breast,3
breastes,1
breath,28
breathe,26
breathed,1
breathes,1
breathin,8
breathing,5
breeder,1
breezy,2
brentwood,1
brick,13
bride,1
bridge,5
brief,1
bright,18
brighten,3
brighter,8
brightest,2
brightly,2
brights,1
brightside,1
brillo,1
bring,71
bringin,6
bringing,2
brings,3
brink,1
brioni,1
brit,1
britches,2
brittany,1
brixton,1
bro,16
broad,13
broadway,3
broccoli,1
brody,2
broke,67
broken,36
brokenhearted,1
bronny,1
bronx,2
brooklyn,5
broom,1
bros,5
broskies,1
brother,40
brought,26
brow,1
brown,24
brr,16
brra,3
brrah,2
brrr,3
brrrap,1
brrt,11
bruddah,2
bruddas,2
bruh,3
bruise,4
bruising,2
bruka,1
brung,1
bruno,1
brush,4
brushin,2
bu,1
buba,1
bubba,3
bubble,9
bubbling,1
bubbly,2
buble,1
buck,11
bucket,2
buckin,1
buckingham,1
buckle,1
buckled,1
buckling,1
bud,2
buddah,2
budding,1
buddy,4
budget,5
buena,1
bueno,1
buenos,1
buffalo,3
buffet,1
buffy,1
bug,1
bugatti,2
buggin,1
buick,1
build,10
buildin,7
building,3
built,7
bulb,1
bull,10
bullet,26
bulletproof,3
bullsh,1
bullshit,11
bully,1
bum,5
bummer,3
bummy,1
bump,2
bumper,2
bumpin,6
bumping,1
bumpy,1
bun,5
bunch,9
bundle,2
bundled,1
bunk,1
bunny,2
bunt,1
bup,1
burden,2
burger,1
burial,1
buried,5
burn,32
burna,2
burned,4
burner,2
burnin,5
burning,19
burnt,3
burr,2
burst,2
burtains,1
bury,5
bus,18
buscemis,1
bush,1
bushel,1
business,28
busque,1
bussin,2
bust,34
bustdown,4
buster,1
bustin,16
busting,1
busy,11
butane,1
buts,1
butt,8
butter,2
butterfly,7
butthole,1
button,5
buy,35
buyin,6
buying,3
buzz,1
buzzcut,2
buzzed,1
buzzin,1
bvlgari,2
bye,8
bɛn,1
cab,10
cabana,3
cabinet,2
cable,1
cabron,1
cack,2
cactus,1
cada,1
caddy,2
cadence,2
cadera,2
cadet,1
cadillac,1
cae,1
caesar,2
cafe,1
cage,2
cah,1
caicos,1
cain,1
cake,4
cakin,2
calabasas,3
calculated,1
calentar,1
cali,6
caliente,3
california,8
call,191
calla,1
callate,1
called,37
caller,1
callin,25
calling,32
calm,8
calming,1
cama,3
cambridge,1
camden,1
came,98
camelot,1
camera,15
camino,3
camp,3
campus,1
canada,7
canadian,1
cancel,1
canceled,3
cancer,3
cancha,1
cancun,1
candela,1
candidate,1
candle,19
candlelight,1
candy,9
cane,3
cannabis,3
canned,1
cannes,2
cannibal,2
cannon,1
cannot,45
canse,2
canyon,2
cap,27
cape,2
capo,1
cappin,6
caprice,1
captain,2
caption,2
captive,1
captured,1
car,88
caramel,1
carat,4
carb,1
carbine,1
card,25
cardi,13
cardiana,1
cardio,3
care,68
cared,11
career,3
careful,13
careless,1
carelessly,1
caressin,1
caribbean,1
caring,3
carita,1
carlo,1
carlos,1
carnation,1
carnegie,2
carnival,2
carol,4
caroler,1
caroling,6
carousel,1
carpenter,2
carpet,6
carrera,1
carried,3
carro,2
carry,13
carrying,1
cart,1
carter,3
carti,3
cartier,9
carton,1
cartridge,2
cartwheel,1
carved,1
casa,1
casanova,3
case,23
cash,53
cashapp,1
cashed,2
cashin,1
casino,3
casket,5
casper,1
cast,3
castle,3
casually,1
cat,8
catch,75
catchin,8
catching,4
cater,1
caterpillar,3
catfish,1
catfishin,2
cathedral,1
caught,48
cauliflower,1
cause,412
causin,2
causing,1
caution,2
cautious,1
cavalcade,1
caving,2
cayenne,4
cb,3
cc,2
cd,1
ceilin,7
ceiline,1
ceiling,10
celebrate,7
celebrating,1
celebration,2
celebrity,2
celine,5
cell,8
cellphone,1
cellular,1
cellulite,1
celly,3
cement,4
cementin,1
cemetery,1
cena,1
cence,1
cent,4
center,1
central,3
century,1
ceo,3
cept,1
certain,4
certified,1
chain,42
chainz,1
chair,8
chakras,1
chalk,1
challenge,7
chamber,1
chameleon,3
champ,3
champagne,10
champion,3
championship,1
chan,6
chanaynay,1
chance,20
chancletas,1
chandelier,5
chanel,29
change,81
changed,29
changin,5
changing,8
chano,1
chantin,3
chaos,1
chaperone,1
chapki,3
chapstick,4
chapter,1
charcoal,1
chardonnay,3
charge,10
charged,2
charger,1
chargin,1
charles,4
charlie,1
charlotte,2
charm,7
charming,1
chart,6
charter,1
chase,19
chased,4
chaser,3
chasethemoney,2
chasin,10
chasing,5
chastised,1
chat,3
chauffeur,3
cheap,11
cheaper,2
cheat,8
cheated,9
cheatin,2
check,69
checked,3
checker,1
checkin,4
checking,7
checklist,1
cheddar,3
cheek,9
cheer,11
cheerleader,1
cheese,10
cheesed,1
cheesin,1
chef,4
chemical,3
chemistry,1
cheque,1
cherry,3
cherub,1
chess,5
chest,25
chestnut,2
chevy,1
chi,3
chick,13
chicken,6
chickschicks,1
chief,2
chika,3
child,30
childhood,2
childish,6
chill,18
chilled,1
chillin,9
chilling,3
chilly,1
chime,1
chimney,4
chin,3
china,2
chinchilla,1
chinese,1
ching,5
chinga,2
chinny,1
chip,5
chiquita,1
chit,1
chlorine,2
cho,2
chocha,1
choco,2
chocolate,4
choice,10
choir,5
choke,4
choked,1
chokehold,2
choker,1
chokin,2
choking,1
choo,1
choose,11
choosin,3
choosing,3
choosy,2
chop,9
choppa,6
chopped,2
chopper,26
choppin,1
chopstick,5
chord,1
chorus,3
chose,6
chosen,5
chow,1
chowder,1
chris,5
christ,6
christian,2
christmas,59
christmasembed,1
christmastime,2
chromatic,1
chrome,3
chub,1
chubby,1
chuck,3
chuckle,2
chulo,1
chunk,1
chupa,1
church,8
churnin,1
cider,1
cienega,2
cigarette,20
cigarillo,1
cinderell,1
cinderella,1
cinematic,1
cinnamon,2
cintura,1
cipriani,1
circle,12
circumnavigate,2
circumstance,2
circus,4
cise,2
citgo,1
city,61
civil,1
civilian,2
clack,1
claim,11
claimed,1
claimin,2
claiming,2
clam,2
clan,1
clap,7
clapped,3
clappin,2
clapping,2
claren,1
clash,1
class,15
classic,8
classy,1
claus,5
clean,26
cleaned,2
cleaner,2
cleanin,3
cleaning,1
clear,18
clearance,1
clearer,4
clearin,2
clearing,1
clearly,2
clearport,3
cleat,1
cletus,1
clever,2
clevus,1
cliche,1
click,10
clickbait,1
clicking,1
clicquot,1
climb,6
climbed,1
climber,1
cling,3
clinged,1
clip,16
clique,7
clive,1
cloak,1
clock,9
clocking,1
clone,3
clonin,1
close,75
closed,13
closer,20
closest,1
closet,7
closin,3
closing,3
closure,1
cloth,4
clothes,21
cloud,9
clout,9
clover,1
clown,8
club,40
clubbin,2
clue,8
clutchin,2
clyde,4
co,1
coachella,1
coal,2
coast,11
coaster,1
coasting,1
coat,18
coated,1
cocaine,7
cock,1
cocked,2
cockpit,3
cocktail,1
cocky,1
coco,1
cocoa,1
code,9
codeine,15
coexist,1
coffee,11
coffin,2
cognac,2
coin,4
coincide,1
coincidental,2
coke,6
cola,1
colada,1
cold,91
colder,7
coldest,2
cole,6
collapsin,2
collar,2
collateral,1
collect,3
collected,3
collector,3
college,12
collide,1
collins,1
collision,1
collusion,1
cologne,7
colombia,2
colonized,1
color,15
colorado,1
colored,2
colorful,1
coloring,1
colorway,1
colour,4
com,1
comb,2
combat,4
combo,1
come,288
comedown,1
comedy,1
comentarle,1
comer,3
comet,1
comfort,4
comfortable,10
comfy,2
comin,75
coming,50
comma,6
command,2
commanded,1
commander,1
commando,2
comme,1
comment,4
commercial,1
commission,1
commit,4
commitment,1
committal,2
committed,6
common,2
commonly,1
commotion,1
communicate,1
communication,1
como,10
company,14
compare,13
comparin,1
comparing,3
comparison,4
compatible,1
compelled,1
compete,6
competition,3
complacent,1
complain,3
complaining,1
complement,1
complete,5
completely,2
complex,3
complexion,1
complexity,1
complicate,4
complicated,6
complication,2
compliment,2
comply,1
composing,1
composure,1
compound,3
compromise,1
compton,1
computer,1
computerized,1
con,7
conceal,2
concern,1
concerned,3
concert,1
concierge,3
conclusion,1
concrete,1
condescend,1
condition,1
condo,5
condom,4
condone,1
confess,2
confession,1
confetti,1
confidence,3
confident,1
confined,2
confinement,1
confirmation,1
confirmed,2
conformity,1
confrontation,2
confused,6
confusin,3
confusion,1
congratulation,5
conmigo,3
connect,3
connected,2
connection,3
connects,1
conquer,2
conquest,1
conscience,3
consensus,1
consequence,2
conservative,1
considered,1
consignment,2
conspicuous,4
conspire,1
constantly,4
constitution,1
constructor,1
consumed,2
contact,6
contagious,3
contemplation,1
content,1
context,1
contigo,2
continent,1
continue,2
continued,2
contour,1
contra,1
contribute,1
contro,1
control,38
controlar,1
controller,1
controllin,3
controlling,1
convenient,1
conversation,30
convert,1
convertible,4
convict,1
convicted,1
convince,3
convincing,1
coo,4
cook,4
cooker,2
cookie,2
cookin,4
cooking,1
cool,52
coolant,1
cooler,4
coolin,2
coop,2
cop,27
cope,1
copied,1
coping,1
copped,5
copper,1
copperfield,1
coppin,2
copters,1
copy,9
copycat,1
coraline,1
corbin,1
cord,2
core,3
coretta,2
corleone,1
corn,3
cornball,1
cornelia,1
corner,9
corny,2
corporate,2
corporation,1
corridor,1
corridos,2
corrupted,1
corvette,2
cosa,2
cosby,1
cost,22
costa,1
costume,2
cot,1
cottage,1
cotton,2
couch,7
cougar,2
cought,1
could,250
coulda,6
counsel,1
count,29
countdown,1
counted,3
counter,6
counterfeit,2
countin,11
counting,8
country,6
coupe,47
couped,1
couple,47
course,4
court,6
courtside,3
cousin,8
covenant,1
cover,20
covered,8
cow,3
coward,2
cowboy,10
cowgirl,1
cozy,6
cpr,1
crack,17
cracker,2
crackin,2
cracking,1
craft,2
cramp,2
crampin,2
cranberry,2
crank,2
crash,20
crashed,4
crasher,1
crashin,4
crashing,2
crass,1
crave,1
cravin,3
crawl,3
crawlin,2
crawling,3
crawlspace,1
crayon,1
crazier,3
craziest,2
crazy,95
creak,1
cream,14
create,2
created,5
creation,1
creative,1
creature,1
credential,1
credit,5
cree,3
creep,5
creeper,1
creepin,4
crept,1
crescent,1
crew,15
crib,24
cried,7
crime,4
criminal,3
crimson,1
crimy,1
crip,7
crippin,3
crippled,2
crips,1
crisco,1
crisis,1
crisp,2
crisscross,2
critica,1
critical,2
criticism,1
critique,1
crocodile,3
crocs,2
croissant,1
crooked,5
crop,1
cross,26
crossbow,1
crossed,9
crossfit,2
crossin,1
crossing,1
crow,4
crowd,13
crowded,5
crown,14
crowned,1
crucified,4
cruel,3
cruelty,2
cruise,2
cruisin,2
cruising,1
crumble,2
crumpet,1
crunch,1
crunchin,1
crusader,1
crush,4
crushed,2
crushin,5
crushing,2
cruz,1
cry,63
cryin,6
crystal,3
cuando,6
cub,2
cuban,6
cucara,1
cuckoo,1
cuddle,3
cue,1
cuenta,5
cuerpo,2
cuesta,1
cuff,2
cuffin,3
cuffing,1
cuidao,1
cujo,1
culiacan,2
culinan,1
cullinan,4
culo,3
culture,2
cum,6
cumberland,1
cummin,1
cumming,1
cunt,1
cup,33
cupid,2
cupped,3
curb,3
cure,3
curfew,2
curiosa,1
curiosity,2
curious,1
curl,1
curly,2
current,1
curry,1
curse,3
curtain,6
curve,7
curved,2
curvin,1
curvy,1
custies,1
custom,5
cut,70
cute,9
cuter,1
cutie,2
cutlas,1
cutter,2
cutthroat,2
cuttin,2
cuz,3
cyattie,1
cycle,2
cynical,3
cyrax,1
cyst,1
da,27
dab,1
dababy,4
dabra,3
dad,27
dada,3
dadadada,2
daddy,23
dae,2
dagger,5
dahmer,1
daily,7
dale,2
dallas,2
damage,9
damaged,3
damascene,1
dame,1
dammit,5
damn,100
damsel,1
dan,5
dance,54
danced,5
dancehall,1
dancer,8
dancin,12
dancing,23
danger,5
dangerous,16
danny,2
dap,1
dapper,1
dappin,2
daq,1
dare,14
daring,1
dark,66
darkest,4
darkness,10
darle,1
darlin,6
darling,26
dasani,1
dash,15
dashboard,1
dashing,1
date,16
dated,2
dating,2
daughter,16
david,3
daw,1
dawg,30
dawgs,10
dawi,1
dawn,8
dawned,1
day,225
daydream,1
daydreamin,1
daylight,5
daytrip,6
dazzling,3
dc,1
de,19
dead,43
deadly,5
deaky,1
deal,32
dealer,3
dealership,1
dealin,6
dealing,2
dealt,1
dealy,1
dean,2
dear,18
dearest,1
death,25
deathbed,1
debate,2
debatin,2
debating,1
debt,8
debutante,1
decatur,1
decay,1
deceiving,2
december,11
decent,1
decently,1
dechino,3
decide,10
decided,4
decidin,1
deciding,2
decimal,1
decimated,1
decir,1
decirte,1
decision,4
deck,6
decline,3
declinin,1
decoration,4
decoy,5
dedicate,2
dedication,2
dee,1
deed,4
deep,55
deeper,10
deepest,3
deepness,1
deer,2
defeat,3
defend,1
defendin,1
defense,3
deficit,2
defined,3
definitely,3
definition,4
definitivamente,1
degree,11
deh,1
deity,2
deja,1
dejalo,1
dejas,1
delaware,1
delay,3
delete,4
deleted,5
delicate,4
delicious,2
delightful,2
delilah,1
delirious,1
deliver,1
delusion,2
dem,3
demand,5
demanding,1
demeanor,1
demented,1
demolish,1
demon,30
demonstrate,2
demuestra,1
den,1
denial,1
denim,2
dennin,1
dennis,4
dentist,2
dentro,2
denture,1
deny,8
denzel,1
dep,1
depart,5
departed,2
dependable,1
dependent,1
dependin,1
depending,5
depends,6
deposit,4
deposition,2
depot,1
depressed,6
depression,3
deprivation,1
der,1
deracs,1
derriere,1
derringer,3
descendant,1
description,1
desde,2
desert,4
deserve,16
deserved,2
deserves,1
design,1
designate,1
designated,1
designed,1
designer,15
desire,3
desk,4
desnu,2
desperate,2
despise,1
despite,3
destination,3
destined,7
destiny,11
destruction,1
destructive,1
detail,3
detector,1
determine,1
dethroned,3
detour,1
detra,1
detriment,1
detrimental,2
detroit,1
deuce,2
developed,1
developin,1
devil,28
devilish,3
devoted,1
devotion,2
dew,1
dey,4
dhl,1
di,10
dia,1
diabetic,1
diablo,2
diabolical,1
diagnosed,1
dial,5
diallin,1
dialling,1
diamond,98
dice,16
dichotomy,1
dick,71
dickie,1
dickin,1
dickride,1
dicky,2
dictate,1
diddy,3
die,90
died,14
diem,2
diesel,1
diet,1
diez,1
difference,9
different,55
differently,3
difficult,6
dig,5
diga,2
digan,1
diggin,4
digging,3
digi,1
digital,2
dignity,1
digo,1
dije,1
dik,1
dilemma,2
dilo,1
diluted,1
dim,4
dime,12
dimebag,2
dimmadome,1
dimmsdale,1
dimple,2
dine,1
dinero,1
ding,4
dinner,6
dio,2
dior,6
dip,10
dipped,2
dippin,1
direct,3
direction,2
dirt,10
dirtiest,3
dirty,19
dis,11
disadvantaged,1
disagree,1
disappear,9
disappeared,2
disc,1
discern,3
disco,3
discography,1
discover,5
discovering,1
discrete,1
discussion,3
dise,1
disease,3
disenador,1
disfruta,1
disfruto,1
disgruntled,1
disguise,9
disgusting,1
dish,4
dishonor,1
dismantle,2
dismissed,2
disney,1
disorder,2
dispatch,2
disregard,2
disrespect,4
disrespectful,1
dissed,1
dissin,7
distance,12
distant,8
distorted,2
distract,2
distracted,1
distraction,2
disturb,1
ditch,1
ditto,2
diva,1
dive,8
dived,1
diver,1
divide,2
divin,4
divine,5
division,2
divorcin,3
dizzy,2
dj,18
dlrow,1
dm,20
dna,5
dobermann,3
doc,1
dock,1
doctor,12
dodge,4
dodged,2
dodgin,2
dog,31
dogcatchers,1
doggy,1
doggystyle,2
doheny,1
doin,46
doja,1
dolce,2
doley,1
doll,9
dolla,1
dollar,35
dolly,1
dolo,4
dom,2
dome,3
dominating,1
dominique,1
domino,1
donald,3
donatella,1
donde,2
done,118
dong,3
donk,1
donut,1
doo,9
dooda,1
doom,1
doomed,4
door,81
doorman,1
doot,1
dope,22
dopeboy,1
dork,1
dorm,1
dose,2
dot,5
double,38
doubled,1
doubt,10
doubted,1
doug,1
dough,4
doughboy,2
dougie,1
dove,1
dow,1
downed,1
downfall,10
downin,1
downtown,6
dozen,1
draco,10
dracula,4
draft,2
drag,8
draggin,1
dragon,3
drain,1
drained,2
draining,4
drake,10
drama,12
dramatic,4
dramatical,1
drank,14
drankin,2
drape,2
draped,2
drastic,1
draw,7
drawer,7
drawin,1
drawing,1
dre,4
dread,4
dream,91
dreamed,2
dreamer,1
dreamhouse,1
dreamin,14
dreaming,11
dreamsembed,1
dreamville,2
dreamy,1
dreary,1
drenched,2
dress,25
dressed,7
dresser,3
dressing,2
drew,4
drift,3
drifting,1
drill,3
drink,46
drinkin,22
drinking,9
